Customer Name,Customer Name (Orders$1),Customer Segment,Customer Segment (Orders$1),Order Date,Order Date (Orders$1),Order ID,Order ID (Orders$1),Order Priority,Order Priority (Orders$1),Product Category,Product Category (Orders$1),Product Container,Product Container (Orders$1),Product Name,Product Name (Orders$1),Product Sub-Category,Product Sub-Category (Orders$1),Province,Province (Orders$1),Region,Region (Orders$1),Row ID,Row ID (Orders$1),Ship Date,Ship Date (Orders$1),Ship Mode,Ship Mode (Orders$1),Antecedent All Order IDs,Co-occurance Order IDs,Consequent All Order IDs,Discount,Discount (Orders$1),Donut,Number of Records,One,Order Quantity,Order Quantity (Orders$1),Product Base Margin,Product Base Margin (Orders$1),Profit,Profit (Orders$1),Sales,Sales (Orders$1),Shipping Cost,Shipping Cost (Orders$1),Unit Price,Unit Price (Orders$1)
Christopher Conant,Christopher Conant,Home Office,Home Office,9/3/2012 12:00:00 AM,9/3/2012 12:00:00 AM,57152,57152,Low,Low,Office Supplies,Office Supplies,Small Box,Small Box,Durable Pressboard Binders,Park Ridge™ Embossed Executive Business Envelopes,Binders and Binder Accessories,Envelopes,Alberta,Alberta,West,West,7994,7995,9/3/2012 12:00:00 AM,9/10/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.08,0.03,0,1,1,6,18,0.38,0.38,-2.6565,109.19,22.89,271.85,1.49,1.39,3.8,15.57
Harold Ryan,Harold Ryan,Home Office,Home Office,9/4/2012 12:00:00 AM,9/4/2012 12:00:00 AM,2560,2560,Critical,Critical,Office Supplies,Technology,Small Box,Small Box,Xerox 1952,Microsoft Internet Keyboard,Paper,Computer Peripherals,Ontario,Ontario,Ontario,Ontario,366,365,9/6/2012 12:00:00 AM,9/5/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0,0,1,1,23,32,0.38,0.78,-65.62,-84.07,114.14,731.22,5.49,6.5,4.98,20.97
Harold Ryan,Harold Ryan,Home Office,Home Office,9/4/2012 12:00:00 AM,9/4/2012 12:00:00 AM,2560,2560,Critical,Critical,Technology,Office Supplies,Small Box,Small Box,Microsoft Internet Keyboard,Xerox 1952,Computer Peripherals,Paper,Ontario,Ontario,Ontario,Ontario,365,366,9/5/2012 12:00:00 AM,9/6/2012 12:00:00 AM,Regular Air,Regular Air,,,,0,0.07,0,1,1,32,23,0.78,0.38,-84.07,-65.62,731.22,114.14,6.5,5.49,20.97,4.98
Cynthia Arntzen,Cynthia Arntzen,Small Business,Small Business,9/5/2012 12:00:00 AM,9/5/2012 12:00:00 AM,22182,22182,Medium,Medium,Furniture,Office Supplies,Large Box,Small Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,GBC ProClick Spines for 32-Hole Punch,Office Furnishings,Binders and Binder Accessories,Saskachewan,Saskachewan,Prarie,Prarie,3094,3092,9/7/2012 12:00:00 AM,9/6/2012 12:00:00 AM,Express Air,Regular Air,,,22182,0.09,0.09,0,1,1,48,4,0.57,0.38,528.11,-19.343,2271.37,55.97,10.25,7.17,49.34,12.53
Cynthia Arntzen,Cynthia Arntzen,Small Business,Small Business,9/5/2012 12:00:00 AM,9/5/2012 12:00:00 AM,22182,22182,Medium,Medium,Technology,Office Supplies,Small Box,Small Box,Belkin 105-Key Black Keyboard,GBC ProClick Spines for 32-Hole Punch,Computer Peripherals,Binders and Binder Accessories,Saskachewan,Saskachewan,Prarie,Prarie,3093,3092,9/8/2012 12:00:00 AM,9/6/2012 12:00:00 AM,Regular Air,Regular Air,,,22182,0.06,0.09,0,1,1,9,4,0.68,0.38,-63.48,-19.343,174.72,55.97,4,7.17,19.98,12.53
Cynthia Arntzen,Cynthia Arntzen,Small Business,Small Business,9/5/2012 12:00:00 AM,9/5/2012 12:00:00 AM,22182,22182,Medium,Medium,Office Supplies,Furniture,Small Box,Large Box,GBC ProClick Spines for 32-Hole Punch,Electrix Fluorescent Magnifier Lamps & Weighted Base,Binders and Binder Accessories,Office Furnishings,Saskachewan,Saskachewan,Prarie,Prarie,3092,3094,9/6/2012 12:00:00 AM,9/7/2012 12:00:00 AM,Regular Air,Express Air,,,,0.09,0.09,0,1,1,4,48,0.38,0.57,-19.343,528.11,55.97,2271.37,7.17,10.25,12.53,49.34
Carlos Soltero,Carlos Soltero,Consumer,Consumer,9/5/2012 12:00:00 AM,9/5/2012 12:00:00 AM,52130,52130,Low,Low,Office Supplies,Furniture,Small Box,Small Box,ACCOHIDE® Binder by Acco,Eldon Executive Woodline II Cherry Finish Desk Accessories,Binders and Binder Accessories,Office Furnishings,Manitoba,Manitoba,Prarie,Prarie,7310,7311,9/7/2012 12:00:00 AM,9/7/2012 12:00:00 AM,Regular Air,Regular Air,,,,0,0.1,0,1,1,13,36,0.38,0.57,-39.9625,-4.010000000,63.33,1436.55,5.34,18.98,4.13,40.89
Carlos Soltero,Carlos Soltero,Consumer,Consumer,9/5/2012 12:00:00 AM,9/5/2012 12:00:00 AM,52130,52130,Low,Low,Furniture,Office Supplies,Small Box,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,ACCOHIDE® Binder by Acco,Office Furnishings,Binders and Binder Accessories,Manitoba,Manitoba,Prarie,Prarie,7311,7310,9/7/2012 12:00:00 AM,9/7/2012 12:00:00 AM,Regular Air,Regular Air,,,52130,0.1,0,0,1,1,36,13,0.57,0.38,-4.010000000,-39.9625,1436.55,63.33,18.98,5.34,40.89,4.13
Cynthia Arntzen,Cynthia Arntzen,Small Business,Small Business,9/5/2012 12:00:00 AM,9/5/2012 12:00:00 AM,22182,22182,Medium,Medium,Technology,Furniture,Small Box,Large Box,Belkin 105-Key Black Keyboard,Electrix Fluorescent Magnifier Lamps & Weighted Base,Computer Peripherals,Office Furnishings,Saskachewan,Saskachewan,Prarie,Prarie,3093,3094,9/8/2012 12:00:00 AM,9/7/2012 12:00:00 AM,Regular Air,Express Air,,,,0.06,0.09,0,1,1,9,48,0.68,0.57,-63.48,528.11,174.72,2271.37,4,10.25,19.98,49.34
Cynthia Arntzen,Cynthia Arntzen,Small Business,Small Business,9/5/2012 12:00:00 AM,9/5/2012 12:00:00 AM,22182,22182,Medium,Medium,Office Supplies,Technology,Small Box,Small Box,GBC ProClick Spines for 32-Hole Punch,Belkin 105-Key Black Keyboard,Binders and Binder Accessories,Computer Peripherals,Saskachewan,Saskachewan,Prarie,Prarie,3092,3093,9/6/2012 12:00:00 AM,9/8/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.06,0,1,1,4,9,0.38,0.68,-19.343,-63.48,55.97,174.72,7.17,4,12.53,19.98
Cynthia Arntzen,Cynthia Arntzen,Small Business,Small Business,9/5/2012 12:00:00 AM,9/5/2012 12:00:00 AM,22182,22182,Medium,Medium,Furniture,Technology,Large Box,Small Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,Belkin 105-Key Black Keyboard,Office Furnishings,Computer Peripherals,Saskachewan,Saskachewan,Prarie,Prarie,3094,3093,9/7/2012 12:00:00 AM,9/8/2012 12:00:00 AM,Express Air,Regular Air,,,,0.09,0.06,0,1,1,48,9,0.57,0.68,528.11,-63.48,2271.37,174.72,10.25,4,49.34,19.98
Barry Franz,Barry Franz,Corporate,Corporate,9/6/2012 12:00:00 AM,9/6/2012 12:00:00 AM,1991,1991,Not Specified,Not Specified,Technology,Furniture,Jumbo Box,Large Box,Okidata ML320 Series Turbo Dot Matrix Printers,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Machines,Office Furnishings,Ontario,Ontario,Ontario,Ontario,287,286,9/7/2012 12:00:00 AM,9/6/2012 12:00:00 AM,Delivery Truck,Regular Air,,,,0.01,0.09,0,1,1,37,27,0.56,0.59,5050.1,921.7,14383.83,3491.06,12.06,24.49,399.98,136.98
Barry Franz,Barry Franz,Corporate,Corporate,9/6/2012 12:00:00 AM,9/6/2012 12:00:00 AM,1991,1991,Not Specified,Not Specified,Furniture,Technology,Large Box,Jumbo Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Okidata ML320 Series Turbo Dot Matrix Printers,Office Furnishings,Office Machines,Ontario,Ontario,Ontario,Ontario,286,287,9/6/2012 12:00:00 AM,9/7/2012 12:00:00 AM,Regular Air,Delivery Truck,,,,0.09,0.01,0,1,1,27,37,0.59,0.56,921.7,5050.1,3491.06,14383.83,24.49,12.06,136.98,399.98
Raymond Book,Raymond Book,Consumer,Consumer,9/7/2012 12:00:00 AM,9/7/2012 12:00:00 AM,29536,29536,Medium,Medium,Office Supplies,Furniture,Jumbo Drum,Jumbo Box,Avanti 1.7 Cu. Ft. Refrigerator,"Bush Cubix Collection Bookcases, Fully Assembled",Appliances,Bookcases,Alberta,Alberta,West,West,4165,4166,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,Delivery Truck,Delivery Truck,29536,,,0.05,0.07,0,1,1,5,11,0.57,0.62,-72.73,-176.77,495.32,2483.53,15.66,64.66,100.98,220.98
Raymond Book,Raymond Book,Consumer,Consumer,9/7/2012 12:00:00 AM,9/7/2012 12:00:00 AM,29536,29536,Medium,Medium,Office Supplies,Furniture,Small Box,Jumbo Box,Xerox 1880,"Bush Cubix Collection Bookcases, Fully Assembled",Paper,Bookcases,Alberta,Alberta,West,West,4167,4166,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,Regular Air,Delivery Truck,,,,0.03,0.07,0,1,1,26,11,0.38,0.62,26.64,-176.77,967.41,2483.53,19.99,64.66,35.44,220.98
Raymond Book,Raymond Book,Consumer,Consumer,9/7/2012 12:00:00 AM,9/7/2012 12:00:00 AM,29536,29536,Medium,Medium,Furniture,Office Supplies,Jumbo Box,Jumbo Drum,"Bush Cubix Collection Bookcases, Fully Assembled",Avanti 1.7 Cu. Ft. Refrigerator,Bookcases,Appliances,Alberta,Alberta,West,West,4166,4165,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,Delivery Truck,Delivery Truck,,,,0.07,0.05,0,1,1,11,5,0.62,0.57,-176.77,-72.73,2483.53,495.32,64.66,15.66,220.98,100.98
Raymond Book,Raymond Book,Consumer,Consumer,9/7/2012 12:00:00 AM,9/7/2012 12:00:00 AM,29536,29536,Medium,Medium,Furniture,Office Supplies,Jumbo Box,Small Box,"Bush Cubix Collection Bookcases, Fully Assembled",Xerox 1880,Bookcases,Paper,Alberta,Alberta,West,West,4166,4167,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,Delivery Truck,Regular Air,,,,0.07,0.03,0,1,1,11,26,0.62,0.38,-176.77,26.64,2483.53,967.41,64.66,19.99,220.98,35.44
Raymond Book,Raymond Book,Consumer,Consumer,9/7/2012 12:00:00 AM,9/7/2012 12:00:00 AM,29536,29536,Medium,Medium,Office Supplies,Office Supplies,Small Box,Jumbo Drum,Xerox 1880,Avanti 1.7 Cu. Ft. Refrigerator,Paper,Appliances,Alberta,Alberta,West,West,4167,4165,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,Regular Air,Delivery Truck,,,,0.03,0.05,0,1,1,26,5,0.38,0.57,26.64,-72.73,967.41,495.32,19.99,15.66,35.44,100.98
Raymond Book,Raymond Book,Consumer,Consumer,9/7/2012 12:00:00 AM,9/7/2012 12:00:00 AM,29536,29536,Medium,Medium,Office Supplies,Office Supplies,Jumbo Drum,Small Box,Avanti 1.7 Cu. Ft. Refrigerator,Xerox 1880,Appliances,Paper,Alberta,Alberta,West,West,4165,4167,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,Delivery Truck,Regular Air,29536,,,0.05,0.03,0,1,1,5,26,0.57,0.38,-72.73,26.64,495.32,967.41,15.66,19.99,100.98,35.44
Andrew Gjertsen,Andrew Gjertsen,Consumer,Consumer,9/8/2012 12:00:00 AM,9/8/2012 12:00:00 AM,59202,59202,Medium,Medium,Office Supplies,Office Supplies,Wrap Bag,Small Box,"Dixon My First Ticonderoga Pencil, #2",Avery 485,Pens & Art Supplies,Labels,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,8283,8282,9/9/2012 12:00:00 AM,9/8/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.03,0.09,0,1,1,36,7,0.56,0.38,7.45,21.92,218.81,83.81,2.27,0.5,5.85,12.53
Andrew Gjertsen,Andrew Gjertsen,Consumer,Consumer,9/8/2012 12:00:00 AM,9/8/2012 12:00:00 AM,59202,59202,Medium,Medium,Office Supplies,Office Supplies,Small Box,Wrap Bag,Avery 485,"Dixon My First Ticonderoga Pencil, #2",Labels,Pens & Art Supplies,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,8282,8283,9/8/2012 12:00:00 AM,9/9/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.03,0,1,1,7,36,0.38,0.56,21.92,7.45,83.81,218.81,0.5,2.27,12.53,5.85
Erin Creighton,Erin Creighton,Corporate,Corporate,9/8/2012 12:00:00 AM,9/8/2012 12:00:00 AM,18661,18661,Low,Low,Furniture,Furniture,Jumbo Drum,Jumbo Box,Global Deluxe Office Fabric Chairs,Riverside Furniture Stanwyck Manor Table Series,Chairs & Chairmats,Tables,Ontario,Ontario,Ontario,Ontario,2584,2585,9/12/2012 12:00:00 AM,9/10/2012 12:00:00 AM,Delivery Truck,Delivery Truck,,,,0.05,0.04,0,1,1,12,11,0.58,0.78,-351.3,-139.266,1207.08,2618.112,58.2,61.76,95.98,286.85
Erin Creighton,Erin Creighton,Corporate,Corporate,9/8/2012 12:00:00 AM,9/8/2012 12:00:00 AM,18661,18661,Low,Low,Furniture,Furniture,Jumbo Box,Jumbo Drum,Riverside Furniture Stanwyck Manor Table Series,Global Deluxe Office Fabric Chairs,Tables,Chairs & Chairmats,Ontario,Ontario,Ontario,Ontario,2585,2584,9/10/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Delivery Truck,Delivery Truck,,,,0.04,0.05,0,1,1,11,12,0.78,0.58,-139.266,-351.3,2618.112,1207.08,61.76,58.2,286.85,95.98
Tracy Poddar,Tracy Poddar,Corporate,Corporate,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,11874,11874,Medium,Medium,Technology,Office Supplies,Small Box,Small Box,"Fellowes Internet Keyboard, Platinum","Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Computer Peripherals,Envelopes,Ontario,Ontario,Ontario,Ontario,1642,1643,9/11/2012 12:00:00 AM,9/9/2012 12:00:00 AM,Regular Air,Regular Air,,,,0,0.07,0,1,1,1,20,0.74,0.4,-82.13,179.37,40.29,775.77,8.65,9.83,30.42,39.98
Lycoris Saunders,Lycoris Saunders,Corporate,Corporate,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,32804,32804,Medium,Medium,Office Supplies,Office Supplies,Small Box,Small Box,Ibico Presentation Index for Binding Systems,Avery 510,Binders and Binder Accessories,Labels,Saskachewan,Saskachewan,Prarie,Prarie,4606,4605,9/11/2012 12:00:00 AM,9/10/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.07,0,1,1,20,49,0.38,0.37,-61.985,74.82,89.51,174.81,5.26,0.5,3.98,3.75
Tracy Poddar,Tracy Poddar,Corporate,Corporate,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,11874,11874,Medium,Medium,Office Supplies,Technology,Small Box,Small Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Fellowes Internet Keyboard, Platinum",Envelopes,Computer Peripherals,Ontario,Ontario,Ontario,Ontario,1643,1642,9/9/2012 12:00:00 AM,9/11/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0,0,1,1,20,1,0.4,0.74,179.37,-82.13,775.77,40.29,9.83,8.65,39.98,30.42
Lycoris Saunders,Lycoris Saunders,Corporate,Corporate,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,32804,32804,Medium,Medium,Office Supplies,Office Supplies,Small Box,Small Box,Avery 510,Ibico Presentation Index for Binding Systems,Labels,Binders and Binder Accessories,Saskachewan,Saskachewan,Prarie,Prarie,4605,4606,9/10/2012 12:00:00 AM,9/11/2012 12:00:00 AM,Regular Air,Regular Air,,,32804,0.07,0.02,0,1,1,49,20,0.37,0.38,74.82,-61.985,174.81,89.51,0.5,5.26,3.75,3.98
Doug Jacobs,Doug Jacobs,Home Office,Home Office,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,17959,17959,Medium,Medium,Office Supplies,Furniture,Small Box,Large Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","3M Polarizing Task Lamp with Clamp Arm, Light Gray",Paper,Office Furnishings,Quebec,Quebec,Quebec,Quebec,2472,2473,9/12/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0.05,0,1,1,28,21,0.36,0.59,146.8,847.06,1201.68,2784.57,19.99,24.49,40.99,136.98
Doug Jacobs,Doug Jacobs,Home Office,Home Office,9/9/2012 12:00:00 AM,9/9/2012 12:00:00 AM,17959,17959,Medium,Medium,Furniture,Office Supplies,Large Box,Small Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Furnishings,Paper,Quebec,Quebec,Quebec,Quebec,2473,2472,9/12/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.05,0.01,0,1,1,21,28,0.59,0.36,847.06,146.8,2784.57,1201.68,24.49,19.99,136.98,40.99
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Office Supplies,Furniture,Wrap Bag,Medium Box,*Staples* Letter Opener,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","Scissors, Rulers and Trimmers",Office Furnishings,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1572,1571,9/12/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0.09,0,1,1,27,32,0.81,0.69,-119.66,569.57,63.02,3245.73,5,13.99,2.18,110.98
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Furniture,Office Supplies,Medium Box,Wrap Bag,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",*Staples* Letter Opener,Office Furnishings,"Scissors, Rulers and Trimmers",Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1571,1572,9/12/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.07,0,1,1,32,27,0.69,0.81,569.57,-119.66,3245.73,63.02,13.99,5,110.98,2.18
Chuck Clark,Chuck Clark,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,7552,7552,Critical,Critical,Office Supplies,Office Supplies,Small Pack,Small Pack,"Acme® 8"" Straight Scissors","Boston Model 1800 Electric Pencil Sharpener, Gray","Scissors, Rulers and Trimmers",Pens & Art Supplies,Alberta,Alberta,West,West,1034,1033,9/12/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.02,0,1,1,49,47,0.6,0.55,26.28,332.52,587.71,1406.49,3.14,6.17,12.98,28.15
Chuck Clark,Chuck Clark,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,7552,7552,Critical,Critical,Office Supplies,Office Supplies,Small Pack,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray","Acme® 8"" Straight Scissors",Pens & Art Supplies,"Scissors, Rulers and Trimmers",Alberta,Alberta,West,West,1033,1034,9/12/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.09,0,1,1,47,49,0.55,0.6,332.52,26.28,1406.49,587.71,6.17,3.14,28.15,12.98
Logan Haushalter,Logan Haushalter,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,58278,58278,High,High,Technology,Furniture,Wrap Bag,Small Pack,Accessory4,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Telephones and Communication,Office Furnishings,Manitoba,Manitoba,Prarie,Prarie,8150,8149,9/13/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.1,0.08,0,1,1,4,37,0.85,0.35,-434.555,2093.7,281.5455,3512.9,0.99,8.99,85.99,99.23
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Technology,Furniture,Small Box,Medium Box,LX 677,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Telephones and Communication,Office Furnishings,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1574,1571,9/14/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.04,0.09,0,1,1,25,32,0.57,0.69,424.143,569.57,2407.693,3245.73,8.99,13.99,110.99,110.98
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Technology,Office Supplies,Small Box,Wrap Bag,LX 677,*Staples* Letter Opener,Telephones and Communication,"Scissors, Rulers and Trimmers",Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1574,1572,9/14/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.04,0.07,0,1,1,25,27,0.57,0.81,424.143,-119.66,2407.693,63.02,8.99,5,110.99,2.18
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Technology,Furniture,Large Box,Medium Box,Canon PC1060 Personal Laser Copier,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Copiers and Fax,Office Furnishings,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1573,1571,9/15/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.09,0,1,1,9,32,0.41,0.69,-690.21,569.57,6420.87,3245.73,24.49,13.99,699.99,110.98
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Technology,Office Supplies,Large Box,Wrap Bag,Canon PC1060 Personal Laser Copier,*Staples* Letter Opener,Copiers and Fax,"Scissors, Rulers and Trimmers",Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1573,1572,9/15/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.07,0,1,1,9,27,0.41,0.81,-690.21,-119.66,6420.87,63.02,24.49,5,699.99,2.18
Logan Haushalter,Logan Haushalter,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,58278,58278,High,High,Furniture,Technology,Small Pack,Wrap Bag,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Accessory4,Office Furnishings,Telephones and Communication,Manitoba,Manitoba,Prarie,Prarie,8149,8150,9/12/2012 12:00:00 AM,9/13/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.08,0.1,0,1,1,37,4,0.35,0.85,2093.7,-434.555,3512.9,281.5455,8.99,0.99,99.23,85.99
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Furniture,Technology,Medium Box,Small Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",LX 677,Office Furnishings,Telephones and Communication,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1571,1574,9/12/2012 12:00:00 AM,9/14/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.04,0,1,1,32,25,0.69,0.57,569.57,424.143,3245.73,2407.693,13.99,8.99,110.98,110.99
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Office Supplies,Technology,Wrap Bag,Small Box,*Staples* Letter Opener,LX 677,"Scissors, Rulers and Trimmers",Telephones and Communication,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1572,1574,9/12/2012 12:00:00 AM,9/14/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0.04,0,1,1,27,25,0.81,0.57,-119.66,424.143,63.02,2407.693,5,8.99,2.18,110.99
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Technology,Technology,Large Box,Small Box,Canon PC1060 Personal Laser Copier,LX 677,Copiers and Fax,Telephones and Communication,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1573,1574,9/15/2012 12:00:00 AM,9/14/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.04,0,1,1,9,25,0.41,0.57,-690.21,424.143,6420.87,2407.693,24.49,8.99,699.99,110.99
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Furniture,Technology,Medium Box,Large Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Canon PC1060 Personal Laser Copier,Office Furnishings,Copiers and Fax,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1571,1573,9/12/2012 12:00:00 AM,9/15/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.02,0,1,1,32,9,0.69,0.41,569.57,-690.21,3245.73,6420.87,13.99,24.49,110.98,699.99
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Office Supplies,Technology,Wrap Bag,Large Box,*Staples* Letter Opener,Canon PC1060 Personal Laser Copier,"Scissors, Rulers and Trimmers",Copiers and Fax,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1572,1573,9/12/2012 12:00:00 AM,9/15/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0.02,0,1,1,27,9,0.81,0.41,-119.66,-690.21,63.02,6420.87,5,24.49,2.18,699.99
Hilary Holden,Hilary Holden,Corporate,Corporate,9/10/2012 12:00:00 AM,9/10/2012 12:00:00 AM,11362,11362,Low,Low,Technology,Technology,Small Box,Large Box,LX 677,Canon PC1060 Personal Laser Copier,Telephones and Communication,Copiers and Fax,Prince Edward Island,Prince Edward Island,Atlantic,Atlantic,1574,1573,9/14/2012 12:00:00 AM,9/15/2012 12:00:00 AM,Regular Air,Regular Air,,,,0.04,0.02,0,1,1,25,9,0.57,0.41,424.143,-690.21,2407.693,6420.87,8.99,24.49,110.99,699.99
Stefania Perrino,Stefania Perrino,Corporate,Corporate,9/11/2012 12:00:00 AM,9/11/2012 12:00:00 AM,41766,41766,Critical,Critical,Technology,Office Supplies,Jumbo Drum,Small Box,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",GBC Recycled Grain Textured Covers,Office Machines,Binders and Binder Accessories,Saskachewan,Nova Scotia,Prarie,Atlantic,5889,5888,9/12/2012 12:00:00 AM,9/12/2012 12:00:00 AM,Delivery Truck,Regular Air,,,41766,0.01,0,0,1,1,10,7,0.38,0.37,969.05,10.064,5158.09,273.42,28.14,14.72,500.98,34.54
